Filename,TTS_condition,participant,trial,gender,mahal_dist,interval,f0_st,time
natural_user10_trial_11_participant,natural,user10,11,female,4.338219224999615,15,-1.497393049561719,7
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,1,-1.8835431975117471,-7
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,2,-1.8835431975117471,-6
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,3,-1.8835431975117471,-5
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,4,-2.3126893075544444,-4
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,5,-2.4084236155873002,-3
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,6,-2.4110466848575154,-2
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,7,-2.4761085046196225,-1
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,8,-2.4873178377468594,0
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,9,-2.4974166743059496,1
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,10,-2.448729109159105,2
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,11,-2.3653617706117975,3
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,12,-2.379841810082039,4
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,13,-2.2791372030794816,5
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,14,-2.2700788566479413,6
natural_user10_trial_13_participant,natural,user10,13,female,3.615454696331105,15,-2.2700788566479413,7
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,1,-1.584807475321022,-7
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,2,-1.584807475321022,-6
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,3,-1.584807475321022,-5
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,4,-1.584807475321022,-4
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,5,-2.675945009499346,-3
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,6,-2.490333015353274,-2
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,7,-2.4494814052718654,-1
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,8,-2.3570349767095236,0
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,9,-2.3766519938032156,1
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,10,-2.2004544670839428,2
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,11,-2.1009673711446606,3
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,12,-2.1009673711446606,4
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,13,-2.1009673711446606,5
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,14,-2.1009673711446606,6
natural_user10_trial_14_participant,natural,user10,14,female,4.837111153066585,15,-2.1009673711446606,7
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,1,-1.8777072924103064,-7
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,2,-1.8777072924103064,-6
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,3,-1.8777072924103064,-5
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,4,-1.8777072924103064,-4
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,5,-2.6606725869413554,-3
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,6,-2.55743262906048,-2
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,7,-2.4208495370008745,-1
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,8,-2.37300408013362,0
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,9,-2.37300408013362,1
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,10,-2.1324798961481783,2
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,11,-2.1162054120507463,3
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,12,-2.232156433588836,4
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,13,-2.187355506567583,5
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,14,-2.176946353743524,6
natural_user10_trial_16_participant,natural,user10,16,female,4.893198873335838,15,-2.176946353743524,7
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,1,1.5865612733885954,-7
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,2,1.5865612733885954,-6
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,3,1.5865612733885954,-5
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,4,1.5865612733885954,-4
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,5,1.6344307601486783,-3
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,6,1.153614751618682,-2
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,7,0.894481987625882,-1
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,8,0.8428858027604825,0
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,9,0.5235871308461585,1
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,10,0.5214986130716881,2
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,11,0.4595519619697995,3
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,12,0.3922875266686226,4
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,13,0.3658971377147836,5
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,14,0.21735015946754196,6
natural_user11_trial_01_participant,natural,user11,1,female,3.705958474089387,15,0.21735015946754196,7
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,1,1.0854297176656913,-7
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,2,1.0854297176656913,-6
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,3,1.0854297176656913,-5
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,4,1.0854297176656913,-4
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,5,1.5852162065252262,-3
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,6,1.2688639858757598,-2
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,7,1.0297827269568782,-1
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,8,1.0297827269568782,0
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,9,0.9634010612392604,1
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,10,0.6133765589243935,2
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,11,0.512620149382445,3
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,12,0.3981961876568,4
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,13,0.295696147181218,5
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,14,0.20799780450707545,6
natural_user11_trial_02_participant,natural,user11,2,female,4.879992724330281,15,0.06476309110072279,7
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,1,1.2513877570829814,-7
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,2,1.2513877570829814,-6
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,3,1.2513877570829814,-5
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,4,1.2513877570829814,-4
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,5,0.9197949461375454,-3
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,6,0.6212763819029753,-2
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,7,0.5069964286641863,-1
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,8,0.38930491484295743,0
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,9,0.20821947197047594,1
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,10,-0.05179602485943533,2
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,11,-0.14755595753427408,3
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,12,-0.14755595753427408,4
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,13,-0.14755595753427408,5
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,14,-0.14755595753427408,6
natural_user11_trial_03_participant,natural,user11,3,female,2.5394460342315837,15,-0.14755595753427408,7
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,1,2.52590879188226,-7
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,2,2.52590879188226,-6
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,3,2.52590879188226,-5
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,4,2.52590879188226,-4
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,5,1.473433786110032,-3
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,6,1.6740921943408502,-2
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,7,1.2019652640916825,-1
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,8,0.9592157005975296,0
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,9,0.6829562107069327,1
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,10,0.6777974336773929,2
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,11,0.5773885738239533,3
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,12,0.542373707787618,4
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,13,0.376450725660018,5
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,14,0.3419525856979793,6
natural_user11_trial_07_participant,natural,user11,7,female,5.988942723039844,15,0.1703135445335004,7
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,1,1.4732685592708088,-7
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,2,1.4732685592708088,-6
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,3,1.4732685592708088,-5
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,4,1.4732685592708088,-4
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,5,1.4732685592708088,-3
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,6,0.8976280044773748,-2
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,7,0.8683539988656029,-1
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,8,0.5422319232667879,0
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,9,0.37564200348661303,1
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,10,0.28799977260963255,2
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,11,0.1428823091778739,3
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,12,0.10515349413310388,4
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,13,-0.055323285500954486,5
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,14,-0.10957462853021566,6
natural_user11_trial_08_participant,natural,user11,8,female,3.66816559078194,15,-0.21712363347584146,7
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,1,0.7072528306890431,-7
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,2,0.7072528306890431,-6
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,3,0.7072528306890431,-5
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,4,0.7072528306890431,-4
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,5,0.46247723824691034,-3
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,6,0.24077454146834454,-2
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,7,0.5212973507053751,-1
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,8,0.8689904565203991,0
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,9,0.7181885827747957,1
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,10,0.3241596463235562,2
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,11,0.2439805063681101,3
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,12,0.3206817582638524,4
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,13,0.43894671315296113,5
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,14,0.43894671315296113,6
natural_user11_trial_09_participant,natural,user11,9,female,5.0292833285993455,15,0.43894671315296113,7
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,1,2.339156309327212,-7
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,2,2.339156309327212,-6
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,3,2.0559374740639833,-5
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,4,2.0559374740639833,-4
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,5,1.2012129156366151,-3
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,6,1.0810695139190403,-2
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,7,0.6883013610914382,-1
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,8,0.3778611494947824,0
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,9,0.3483636521333157,1
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,10,0.26925587832650905,2
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,11,0.1486778865396419,3
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,12,-0.05161444077683989,4
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,13,-0.05161444077683989,5
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,14,-0.05161444077683989,6
natural_user11_trial_10_participant,natural,user11,10,female,3.163698839161923,15,-0.05161444077683989,7
